0 5
   11    45.5894    1.26457  -0.915808    87.1654
   21    110.604     1.6568   -1.67296    300.785
   21    80.0876    -1.1064     1.7769    134.878
   21     47.717   0.900872   0.254352    68.7861
   12    42.8019          0          0          0
1 7
   11    133.878    0.33923    2.54889    141.655
   21    61.0861   0.403351  -0.829427    67.3919
   21    52.7145  -0.502359  -0.236104    60.0797
   21    37.7004   -1.46222   -1.93742    86.1897
   21    34.8037    1.15382    1.48771    61.1109
   21    33.0353   0.585084    1.36523     39.674
   12    30.9838          0          0          0
2 6
   13    100.216   0.728816   -2.77335    128.031
   21    84.8206    1.60264   0.717761    219.319
   21    58.7008     1.6434   -1.66797    158.257
   21    54.2104   0.932834   -0.10806    79.9637
   21    36.1738   0.732693    2.04321    46.4559
   12    18.6884          0          0          0
3 6
   13    57.3838   -1.18806   0.878051    102.876
   21    115.145   0.471841    -2.4628    130.196
   21    64.7046  -0.402128   -2.57974    70.2023
   21    61.1571    1.80446   0.723816    191.129
   21    30.6339   -1.34589   -2.99541    63.2324
   12    85.0356          0          0          0
4 6
   11    41.1459 -0.0154372   -2.60483    41.1508
   21    91.5426   -0.28683    1.68254     96.694
   21    85.1866  0.0138076   -1.62739    85.8571
   21    65.1703  -0.299498   0.271508    68.4976
   21    31.4745   0.673312   -1.23317     39.637
   12    29.5131          0          0          0
5 5
   11     142.65  -0.708848   -2.36005    180.015
   21    115.112  -0.820079   0.190866    157.495
   21    96.8322   -1.35627   0.844023    201.156
   21     84.876    1.40291    2.54013    183.494
   12    25.7155          0          0          0
6 5
   13    108.516   -1.04246    1.81654    173.017
   21    57.8036  -0.710741   -2.49992    74.3085
   21    53.3129  0.0591075   -1.24931    54.4472
   21    33.3478   -2.36663  -0.540471     179.57
   12    32.6678          0          0          0
7 5
   13    51.8595   -1.12921    1.90861    88.5892
   21    88.6028    1.21448  -0.820901    163.266
   21    70.8727  -0.663004    -2.7733    87.5019
   21    44.5281   0.274021    1.41655    46.7733
   12    35.6827          0          0          0
8 5
   11    45.4429    1.02133  -0.428729    71.2774
   21    79.3697    1.76842    2.08375    239.645
   21    78.9105    1.76418    0.37234    237.506
   21    68.4113   0.345879   -1.37551    73.0844
   12    89.9604          0          0          0
9 5
   13    26.6579   -0.36863  -0.825755    28.4899
   21    87.7475    -1.2646   -2.79567    168.125
   21    74.8163   0.607752   -1.96721    89.4832
   21    63.3903  0.0121734   0.436569    64.4504
   12    79.8095          0          0          0
10 8
   13    29.5223 -0.00811619   0.501492    29.5234
   21    213.163  -0.252658   -1.10681     226.11
   21    137.558    1.06076    2.27308     223.02
   21    79.2733   0.519893  -0.657119    90.4851
   21    41.0085   -1.25122    1.46527    78.0174
   21    39.8143    1.63285    2.66244    106.081
   21    35.9734 -0.0556613    2.44998     37.326
   12    73.9082          0          0          0
11 6
   13    24.9163    -1.0641    3.02783    40.4053
   21    204.386  -0.228363   -1.44636    211.614
   21    68.8851  -0.169525   0.575497    70.6376
   21    60.1345   0.331185   -1.05135    63.7556
   21    33.0733   0.480097    1.76473    37.6625
   12    180.721          0          0          0
12 6
   11    63.9542   0.306926    3.06913    66.9903
   21    103.083  -0.087249    1.10975     105.42
   21    76.8754   0.886528   0.717405    109.746
   21    65.8179   0.588502   -1.46403    77.7194
   21    50.6091    1.66057   -2.67547    138.604
   12    53.6628          0          0          0
13 6
   13    56.1501   0.906617   -2.43094    80.8512
   21    108.761  -0.568827   0.667078    127.906
   21    90.5909    1.25714  -0.504771    174.103
   21     32.827    1.25277    1.39479     62.583
   21    30.4566   0.801642   -3.05068    41.1719
   12    62.9913          0          0          0
14 6
   13    25.2564    1.14503   -1.55833    43.7031
   21    87.3357  -0.828276   -2.17356    119.814
   21    54.4984    -0.2007    1.70807    56.5618
   21     52.248    1.95951   -2.95988    189.333
   21    51.3641  -0.943793    2.91007    76.1484
   12    99.2939          0          0          0
15 6
   11    38.9347  -0.700905   0.321471    48.8964
   21    108.766   0.608029   0.370967    130.146
   21    63.8264   0.632138    2.68712    77.6157
   21    57.4338    1.43412  -0.719547    128.027
   21     57.196    1.86394   -2.87681    189.226
   12    32.2512          0          0          0
16 6
   11    31.7843   -1.20275    2.39016    57.6828
   21    75.3496   -1.07043  -0.400777    123.343
   21     60.985   -1.32685   0.517644    123.828
   21    55.1788   -1.92924   -1.47552    194.452
   21    54.2007 -0.0107224     1.3668    55.3141
   12    98.0633          0          0          0
17 6
   13    24.4217   0.996663   -1.24223    37.5893
   21    59.0842  0.0843369    2.55788    60.3748
   21    50.9512    2.05654   0.733275    202.702
   21    48.6091    1.03331   -3.05728    77.1686
   21    39.8603    2.12906   -2.25779    169.998
   12    65.4906          0          0          0
18 6
   13    69.1359    1.15846    -1.0585    120.953
   21    489.102   0.561008     2.7654    569.526
   21    140.671    1.56069   -0.66597    350.378
   21    69.5551   0.886161  -0.449944    99.2226
   21    41.6136   0.124757  -0.751693    42.7217
   12    206.434          0          0          0
19 6
   11    42.9733  -0.726515    1.04615    54.8221
   21    107.854  -0.590742    2.39297    127.653
   21    86.0999   -1.66187   -1.87825    235.319
   21    58.4502   -1.85037    0.71083    190.797
   21    47.8565   -1.54267  -0.685264    117.312
   12     30.082          0          0          0
20 5
   11     38.649  -0.172351   -1.86094    39.2244
   21    129.296  -0.459313 -0.0810341    145.224
   21    90.9217   -2.29206    2.14675    454.624
